qid,vid,duration_bin,cohort,p3_location_failure,hard_peak_start_sec,hard_peak_end_sec,hard_peak_center_sec,gt_duration_sec,window_length_sec,gt_window_center_sec,hard_window_center_sec,audio_path,status,blocked_reason,S_GT,S_HARD,S_GT_minus_S_HARD,comparison,native_pipeline
tjCNwdOUiGc_1,tjCNwdOUiGc,2-5s,harmful,0,0.0,3.0,1.5,3.0,,,1.5,raw_audio/tjCNwdOUiGc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
tjCNwdOUiGc_4,tjCNwdOUiGc,2-5s,control,1,0.0,5.0,2.5,3.0,,,2.5,raw_audio/tjCNwdOUiGc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
twFypUcdgRc_3,twFypUcdgRc,0-2s,control,1,184.0,186.0,185.0,1.0,1.0,211.5,185.0,raw_audio/twFypUcdgRc.wav,VALID,,3.0253515243530273,3.5804848670959473,-0.5551333427429199,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
txeXrpoMST4_1,txeXrpoMST4,2-5s,control,0,223.0,233.0,228.0,4.0,,,228.0,raw_audio/txeXrpoMST4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
txeXrpoMST4_4,txeXrpoMST4,2-5s,control,1,222.0,233.0,227.5,4.0,,,227.5,raw_audio/txeXrpoMST4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
uJzAf4PaExI_2,uJzAf4PaExI,0-2s,control,1,203.0,213.0,208.0,1.0,,,208.0,raw_audio/uJzAf4PaExI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
uJzAf4PaExI_3,uJzAf4PaExI,2-5s,harmful,1,201.0,213.0,207.0,4.0,,,207.0,raw_audio/uJzAf4PaExI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
uY4fe5DT1gI_1,uY4fe5DT1gI,2-5s,harmful,1,147.0,153.0,150.0,2.0,,,150.0,raw_audio/uY4fe5DT1gI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
uY4fe5DT1gI_2,uY4fe5DT1gI,2-5s,control,1,0.0,58.0,29.0,2.0,,,29.0,raw_audio/uY4fe5DT1gI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
uhSDBwVrEdo_2,uhSDBwVrEdo,2-5s,control,0,13.0,15.0,14.0,2.0,,,14.0,raw_audio/uhSDBwVrEdo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
up2PpjTzyyc_1,up2PpjTzyyc,2-5s,control,1,170.0,177.0,173.5,4.0,,,173.5,raw_audio/up2PpjTzyyc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
vfNKduToki4_1,vfNKduToki4,0-2s,harmful,1,89.0,91.0,90.0,1.0,,,90.0,raw_audio/vfNKduToki4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
vigslb0kClE_2,vigslb0kClE,2-5s,harmful,1,31.0,39.0,35.0,3.0,,,35.0,raw_audio/vigslb0kClE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
vruDH_YLaPI_1,vruDH_YLaPI,0-2s,harmful,0,68.0,70.0,69.0,1.0,,,69.0,raw_audio/vruDH_YLaPI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
vruDH_YLaPI_2,vruDH_YLaPI,2-5s,control,0,17.0,21.0,19.0,3.0,,,19.0,raw_audio/vruDH_YLaPI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
vruDH_YLaPI_3,vruDH_YLaPI,0-2s,control,0,12.0,14.0,13.0,1.0,,,13.0,raw_audio/vruDH_YLaPI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
wAZrOPvul4Y_1,wAZrOPvul4Y,2-5s,harmful,1,78.0,88.0,83.0,2.0,,,83.0,raw_audio/wAZrOPvul4Y.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
wBs02amFGXs_2,wBs02amFGXs,2-5s,harmful,0,0.0,3.0,1.5,4.0,,,1.5,raw_audio/wBs02amFGXs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
wnqUgK_-fo4_1,wnqUgK_-fo4,2-5s,control,1,31.0,35.0,33.0,2.0,,,33.0,raw_audio/wnqUgK_-fo4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
woadpeAGHUQ_1,woadpeAGHUQ,0-2s,control,0,0.0,2.0,1.0,1.0,,,1.0,raw_audio/woadpeAGHUQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
x5AH2gW_8S4_2,x5AH2gW_8S4,0-2s,harmful,1,19.0,21.0,20.0,1.0,1.0,74.5,20.0,raw_audio/x5AH2gW_8S4.wav,VALID,,-0.6704810857772827,-1.5877748727798462,0.9172937870025635,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
xUWSHYoslPQ_2,xUWSHYoslPQ,2-5s,harmful,0,1.0,23.0,12.0,4.0,,,12.0,raw_audio/xUWSHYoslPQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
xbLW9Wt1Jsg_3,xbLW9Wt1Jsg,2-5s,control,0,147.0,150.0,148.5,4.0,,,148.5,raw_audio/xbLW9Wt1Jsg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
yfYNPWs7mWY_2,yfYNPWs7mWY,2-5s,control,1,180.0,189.0,184.5,2.0,2.0,68.0,184.5,raw_audio/yfYNPWs7mWY.wav,VALID,,5.758788108825684,5.510982990264893,0.24780511856079102,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
yrxa6_P2I80_2,yrxa6_P2I80,0-2s,harmful,1,91.0,103.0,97.0,1.0,,,97.0,raw_audio/yrxa6_P2I80.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
z1ax0QPpd14_1,z1ax0QPpd14,2-5s,harmful,0,103.0,106.0,104.5,3.0,,,104.5,raw_audio/z1ax0QPpd14.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
z1ax0QPpd14_3,z1ax0QPpd14,0-2s,harmful,0,14.0,34.0,24.0,1.0,,,24.0,raw_audio/z1ax0QPpd14.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
zBXoaQ1GVlc_3,zBXoaQ1GVlc,2-5s,control,1,0.0,67.0,33.5,2.0,,,33.5,raw_audio/zBXoaQ1GVlc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
zoctgurhvHE_1,zoctgurhvHE,2-5s,control,0,97.0,98.0,97.5,4.0,,,97.5,raw_audio/zoctgurhvHE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ztSjcZNUY7A_2,ztSjcZNUY7A,2-5s,control,0,10.0,11.0,10.5,3.0,,,10.5,raw_audio/ztSjcZNUY7A.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
zwoqJY03yHE_1,zwoqJY03yHE,0-2s,harmful,1,67.0,86.0,76.5,1.0,,,76.5,raw_audio/zwoqJY03yHE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
zwoqJY03yHE_2,zwoqJY03yHE,2-5s,control,0,204.0,214.0,209.0,4.0,,,209.0,raw_audio/zwoqJY03yHE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
zwoqJY03yHE_4,zwoqJY03yHE,2-5s,harmful,0,227.0,230.0,228.5,2.0,,,228.5,raw_audio/zwoqJY03yHE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
